id,authors,title,journal,year,abstract,keywords,link
1043,"Bendahan S., Zehnder C., Pralong F.P., Antonakis J.",Leader corruption depends on power and testosterone,Leadership Quarterly,2015,"We used incentivized experimental games to manipulate leader power - the number of followers and the discretion leaders had to enforce their will. Leaders had complete autonomy in deciding payouts to themselves and their followers. Although leaders could make prosocial decisions to benefit the public good they could also abuse their power by invoking antisocial decisions, which reduced the total payouts to the group but increased the leaders' earnings. In Study 1 (N= 478), we found that both amount of followers and discretionary choices independently predicted leader corruption. In Study 2 (N= 240), we examined how power and individual differences (e.g., personality, hormones) affected leader corruption over time; power interacted with endogenous testosterone in predicting corruption, which was highest when leader power and baseline testosterone were both high. Honesty predicted initial level of leader antisocial decisions; however, honesty did not shield leaders from the corruptive effect of power. © 2014 Elsevier Inc.",Corruption; Dictator game; Leadership; Power; Testosterone,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926257643&doi=10.1016%2fj.leaqua.2014.07.010&partnerID=40&md5=5ba2e62a394bcc72e606a57b185823fc
1042,"Li Y., Sun J.-M.",Traditional Chinese leadership and employee voice behavior: A cross-level examination,Leadership Quarterly,2015,"To enhance the understanding of leadership influences on employee voice behavior, this study focused on traditional Chinese leadership (i.e., authoritarian leadership). We proposed that supervisor authoritarian leadership negatively affects employee voice behavior and manager authoritarian leadership has a cascading effect on such behavior through supervisor authoritarian leadership. Furthermore, these effects were either amplified or attenuated under different conditions (i.e., leader identification and power distance orientation). A cross-level investigation of voice behavior within 52 groups of employees from multiple Chinese companies in Beijing was conducted. The results showed that supervisor authoritarian leadership negatively affected employee voice behavior and mediated the negative relationship between manager authoritarian leadership and employee voice behavior. Leader identification moderated the indirect negative effect of manager authoritarian leadership on employee voice behavior via supervisor authoritarian leadership, while power distance orientation moderated the direct negative effect of supervisor authoritarian leadership on employee voice behavior. © 2014 Elsevier Inc.",Authoritarian leadership; Leader identification; Power distance orientation; Voice behavior,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926255520&doi=10.1016%2fj.leaqua.2014.08.001&partnerID=40&md5=f762a7f2340fdc7788c688509462ab4d
1041,"Qu R., Janssen O., Shi K.",Transformational leadership and follower creativity: The mediating role of follower relational identification and the moderating role of leader creativity expectations,Leadership Quarterly,2015,"We examined follower relational identification with the leader as a mediator and follower perceptions of leader creativity expectations as a moderator in the relationship between transformational leadership and follower creativity. Using a sample of 420 leader-follower dyads from an energy company in mainland China, we found that follower relational identification with the leader mediates the transformational leadership-follower creativity relationship, and this mediating relationship is conditional on the moderator variable of follower perceptions of leader creativity expectations for the path from follower relational identification to follower creativity. These results contribute to the literature by clarifying why (through relational identification) and when (high creativity expectations set by the leader) transformational leadership is positively related to follower creativity. © 2015 Elsevier Inc.",Follower creativity; Leader creativity expectations; Relational identification; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926254810&doi=10.1016%2fj.leaqua.2014.12.004&partnerID=40&md5=48bc7a2f9d2efebacc7b5c625b48d937
1040,"Deichmann D., Stam D.",Leveraging transformational and transactional leadership to cultivate the generation of organization-focused ideas,Leadership Quarterly,2015,"We investigate how transformational and transactional leadership motivates employees to commit to an organizational ideation program so that they subsequently generate ideas that benefit the organization. To resolve the mixed and contradictory findings of earlier studies about these leadership styles, we propose that more attention needs to be devoted to the leader's personal beliefs. Specifically, we study the degree to which a leader identifies with an organization and how this possibly unlocks the effects of transformational or transactional leadership. Using multilevel data collected in a large multinational company, our findings reveal that both transformational and transactional leadership is effective in motivating followers to commit to the goals of an ideation program. Increased commitment, in turn, is associated with more ideas that followers generate. In contrast to the effect of transactional leadership, however, the effect of transformational leadership is contingent on how strongly leaders identify with the organization. © 2014 Elsevier Inc.",Leader organizational identification; Multi-level; Organization-focused idea generation; Transactional leadership; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926254363&doi=10.1016%2fj.leaqua.2014.10.004&partnerID=40&md5=242cb32d3888ccf32d72ac632604def1
1039,"Chng D.H.M., Rodgers M.S., Shih E., Song X.-B.","Leaders' impression management during organizational decline: The roles of publicity, image concerns, and incentive compensation",Leadership Quarterly,2015,"In this study, we develop and examine a model of leaders' impression management during organizational decline by elaborating on the roles of publicity, image concerns, and incentive compensation. We propose that the publicity of decline is an important antecedent of leaders' impression management during decline. We also examine how leaders' image concerns mediate this positive relationship. In addition, we consider the relative influence of incentive compensation and fixed compensation on the relationship between leaders' image concerns and their impression management during decline. Our results, based on a specially-designed management simulation game conducted with experienced Chinese managers, show that high publicity of decline elevates leaders' image concerns, which in turn increases their impression management during decline. In addition, incentive compensation strengthens rather than weakens the effects of leaders' image concerns on their impression management. We discuss the implications of leaders' impression management during organizational decline. © 2014 Elsevier Inc.",Image concerns; Impression management; Incentive compensation; Organizational decline; Publicity,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926252655&doi=10.1016%2fj.leaqua.2014.12.003&partnerID=40&md5=f75f60e9701d5618599e79fb011aed7a
1038,"Liden R.C., Wayne S.J., Meuser J.D., Hu J., Wu J., Liao C.",Servant leadership: Validation of a short form of the SL-28,Leadership Quarterly,2015,"Although research on servant leadership has been expanding over the past several years, a concise, valid scale for assessing global servant leadership has been lacking. In the current investigation a 7-item measure of global servant leadership (SL-7), based on Liden, Wayne, Zhao, and Henderson's (2008) 28-item servant leadership measure (SL-28), is introduced. Psychometric properties of the SL-7 were assessed at the individual level with data collected from 729 undergraduate students, 218 graduate students, and 552 leader-follower dyads from 11 organizations, and at the team level with a study consisting of a total of 71 ongoing intact work teams. Results across three independent studies with six samples showed correlations between the SL-7 and SL-28 scales ranging from .78 to .97, internal consistency reliabilities over .80 in all samples, and significant criterion-related validities for the SL-7 that parallel those found with the SL-28. © 2014 Elsevier Inc.",Leader-member exchange; Measurement; Scale development; Servant leadership; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926252363&doi=10.1016%2fj.leaqua.2014.12.002&partnerID=40&md5=0ae6224d747dd80e65d1acf8a3c788af
1037,"Boehm S.A., Dwertmann D.J.G., Bruch H., Shamir B.",The missing link? Investigating organizational identity strength and transformational leadership climate as mechanisms that connect CEO charisma with firm performance,Leadership Quarterly,2015,"In this paper, we suggest that CEO charisma is related to firm performance via its effect on two important mediators. First, charismatic CEOs are expected to raise the transformational leadership climate within an organization. Second, both CEO charisma and transformational leadership climate are proposed to increase a firm's organizational identity strength (OIDS), which in turn, relates positively to firm performance. We tested these propositions on a sample of 150 German companies (20,639 employees) with a three-path mediation model at the organizational level of analysis, utilizing four independent data sources. Our study helps open the black box of organizational leadership and organizational performance by demonstrating top-level leadership's (CEO charisma) cascading effect on the TFL climate throughout the organization and by showing that OIDS mediates both leadership levels' relationships with firm performance. Further, our study is the first to investigate the relationship between OIDS and performance at the organizational level of analysis. © 2014 Elsevier Inc.",CEO charisma; Firm performance; Organizational identity strength; Transformational leadership climate,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926250473&doi=10.1016%2fj.leaqua.2014.07.012&partnerID=40&md5=442b247e620653c833fd9094d205c815
1017,"Zhang X.-A., Li N., Brad Harris T.",Putting non-work ties to work: The case of guanxi in supervisor-subordinate relationships,Leadership Quarterly,2015,"Traditional Western-based theories of supervisor-subordinate relationships tend to focus on social exchanges in the work domain while omitting potential exchanges that occur in the private domain. However, there are many contexts, particularly in transitional economies lacking strong bureaucratic work structures (e.g., China, Brazil), where personal exchanges outside of the work domain serve as a critical, binding fabric in the workplace. One such example is the indigenous Chinese concept of guanxi, which captures the personal ties between supervisors and subordinates and operates as a protective mechanism for subordinates and a loyalty-inducing agent for supervisors. Using 281 supervisor-subordinate dyads from China, we explored an important antecedent and consequences of guanxi while controlling for the parallel process of the traditionally work-focused construct leader-member exchange (LMX). Results suggest that although both guanxi and LMX mediate the effects of proactive personality on affiliative OCB (i.e., interpersonal facilitation), guanxi is more strongly related to challenging OCB (i.e., taking charge) and LMX is more strongly related to task performance. © 2014 Elsevier Inc.",Affiliative OCB; Challenging OCB; Guanxi; Leader-member exchange; Proactive personality,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923633041&doi=10.1016%2fj.leaqua.2014.04.008&partnerID=40&md5=8ead11f1bb15d56a350d2b94b669b944
1016,"Oc B., Bashshur M.R., Daniels M.A., Greguras G.J., Diefendorff J.M.",Leader humility in Singapore,Leadership Quarterly,2015,"The theoretical development and empirical testing of the effects of humility in the organizational sciences is surprisingly rare. This is especially pronounced in the study of leadership in Asian contexts. To address this we employ a qualitative approach to examine the conceptualization of leader humility in Singapore and assess whether this conceptualization differs from other emerging conceptualizations of leader humility. In Study 1, using semi-structured interviews of 25 Singaporeans, we identified nine major dimensions of humble leader behaviors and explored our participants' beliefs about culturally-based differences in leader humility. In Study 2 (N=307), we generalized our findings to a broader sample and explored how the nine dimensions fit with existing taxonomies. In addition to replicating all of the Western conceptual dimensions of humility, we identified five unique dimensions of behaviors indicative of leader humility in Singapore. © 2014 Elsevier Inc.",Humility; Leader behavior; Leader humility; Leadership in Asia; Qualitative research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923621931&doi=10.1016%2fj.leaqua.2014.11.005&partnerID=40&md5=7f155270e537828379733fb9f77a17e9
1015,"Antonakis J., Gardner W.L.",Charisma: New frontiers: A special issue dedicated to the memory of Boas Shamir,Leadership Quarterly,2015,[No abstract available],,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923579933&doi=10.1016%2fj.leaqua.2015.01.002&partnerID=40&md5=be484e72fc42e5ddc868a65db1062702
1014,"Zhang Y., Huai M.-Y., Xie Y.-H.",Paternalistic leadership and employee voice in China: A dual process model,Leadership Quarterly,2015,"Drawing from social exchange and self-concept-based leadership theories, we investigate how paternalistic leadership - authoritarian, benevolent, and moral - affects employee voice from leader-member exchange (LMX) and status-judgment perspectives in the Chinese context. Data from 402 employees and their supervisors show that LMX and status-judgment mechanisms could work simultaneously in transmitting the influences of paternalistic leadership behaviors to employee voice. Authoritarian paternalistic leaders reduce employee voice by reducing their status judgment. Benevolent paternalistic leaders encourage employee voice by enhancing both LMX and status judgment. Moral paternalistic leaders positively influence employee voice mainly through LMX processes. We discuss theoretical and practical implications of the findings. © 2014 Elsevier Inc.",China; Leader-member exchange; Paternalistic leadership; Status judgment; Voice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923564468&doi=10.1016%2fj.leaqua.2014.01.002&partnerID=40&md5=588d3fafd2f118cb937b43b994a5da55
1013,"Cappelli P., Singh H., Singh J., Useem M.",Indian business leadership: Broad mission and creative value,Leadership Quarterly,2015,"While general models of business leadership have drawn extensively on American companies, we find that two distinctive leadership principles have emerged among Indian companies. We conducted interviews in 2007-09 with top executives, primarily the chief executive, of 102 of the 150 largest companies listed on the Mumbai stock exchange. Though aware of Western leadership principles and applying some of them, Indian business leaders have developed their own guiding principles that emphasize 1) broad mission and purpose, servicing the needs of stockholders but also focusing on family prosperity, regional advancement, and national growth; and 2) creative value propositions, devising new products and services to meet the needs of large numbers of low-income consumers with extreme efficiency. Business leaders in the U.S. have long stressed total shareholder return, and while business leaders in India also focus on owner interests, Indian business leaders have embraced goals extending beyond their company's financial calculus. © 2014 Elsevier Inc.",Business leadership; India; Mission; Purpose; Shareholder value,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923334122&doi=10.1016%2fj.leaqua.2014.12.001&partnerID=40&md5=4f198e61ded14256e9d6935d66580cdb
1012,"Arvey R., Dhanaraj C., Javidan M., Zhang Z.-X.",Are there unique leadership models in Asia? Exploring uncharted territory,Leadership Quarterly,2015,[No abstract available],,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923329612&doi=10.1016%2fj.leaqua.2015.01.003&partnerID=40&md5=7ea71d7cb161b532b80b07ce11188d28
1011,"Ma L., Tsui A.S.",Traditional Chinese philosophies and contemporary leadership,Leadership Quarterly,2015,"We discuss three traditional Chinese philosophies-Daoism, Confucianism, and Legalism-as they relate to Western-originated leadership theories. We analyze articles reporting interviews with fifteen contemporary Chinese business leaders to determine how their leadership practices reflect the traditional philosophies. We discuss future research directions for Chinese and global leadership. In a response to world-wide call for developing indigenous theories and knowledge about management, we encourage scholars to consider cultural settings and traditional wisdom in their studies of contemporary leadership practices. © 2014 Elsevier Inc.",China; Confucianism; Daoism; Leadership; Legalism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923327422&doi=10.1016%2fj.leaqua.2014.11.008&partnerID=40&md5=365ede78148478b0b759c0f93f8be927
1010,"Peus C., Braun S., Knipfer K.",On becoming a leader in Asia and America: Empirical evidence from women managers,Leadership Quarterly,2015,"In concordance with recent calls for cross-cultural leadership research as well as research on women leaders, this study investigated how women in Asia and the U.S. become leaders and how they enact their leadership. In-depth interviews with 76 mid- to upper-level female managers in Asia (China, India, Singapore) and the U.S. were conducted. Analyses revealed that a simple dichotomy of ""Asian"" versus ""Western"" leadership did not appropriately describe the data. Rather, factors such as achievement orientation, learning orientation, and role models emerged as crucial success factors for advancement to leadership positions across continents. However, the particular meaning differed between countries. Furthermore, with regard to women's leadership style differences between Asian countries were more salient than between Asia and the U.S. Implications for leadership theory and practice are discussed. © 2014 Elsevier Inc.",Asia; Leadership; United States; Women managers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923319410&doi=10.1016%2fj.leaqua.2014.08.004&partnerID=40&md5=f76d0744a21acc1db67d1c909d9a0f62
1006,"Markham S.E., Smith J.W., Markham I.S., Braekkan K.F.",A new approach to analyzing the Achilles' heel of multisource feedback programs: Can we really trust ratings of leaders at the group level of analysis?,Leadership Quarterly,2014,"This research addresses the Achilles' heel of all multi-source leadership feedback programs regardless of whether they use 360°, 270°, or 180° ratings. Namely, should all feedback be universally aggregated by feedback groups and reported to respondents? A sample of raters from the Center for Creative Leadership (N. =. 15,500 including subordinates, peers, and others) was grouped to align with each raters' matching focal subject (J. =. 1,550). Two scales from CCL's Benchmarks instrument (Building and Mending Relationships and Career Management) were used to: (1) predict a derailment factor (Problems with Interpersonal Relationships) and (2) determine the operative level of analysis and its aggregation characteristics using Within and Between Analysis (WABA). In many cases, the variables under consideration did not aggregate optimally. Using a technique based upon each group's coefficient of variation as a measure of internal consensus, between 3% and 25% of groups should not have their averages reported. Alternative approaches are discussed. © 2014 Elsevier Inc.",360 degree; Leadership development; Multilevel WABA; Multisource feedback; Within and between analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919836165&doi=10.1016%2fj.leaqua.2014.10.003&partnerID=40&md5=c60e0d1b65246c9230bad9fda70dedb3
1005,"Xu L., Fu P., Xi Y., Zhang L., Zhao X., Cao C., Liao Y., Li G., Xue X., Ge J.",Adding dynamics to a static theory: How leader traits evolve and how they are expressed,Leadership Quarterly,2014,"Leader's traits evolve over time and are expressed differently under different situations. To capture both the evolution and expression of leader traits, we propose a dynamic model. We argue that the evolution of traits consists of changes in intensity and nature. Based on data on five publicly acknowledged Chinese leaders collected from various sources, we identified three patterns (homological, converse, and composite) by which leader traits evolve. We also discovered that leader's traits can be intrinsic or extrinsic. The intrinsic traits change in intensity; whereas the extrinsic traits are replaced by other traits over time. Factors influencing these changes include both internal (e.g., leaders' own learning and introspection) and external (e.g., major social events and subtle cultural influences). The results of our study show that the traits leaders demonstrated under specific situations are composite in nature, which also supports the notion that traits evolve. Based on our finding, we generated a few propositions for future empirical studies. © 2014 Elsevier Inc.",Leader trait; Trait activation; Trait evolution; Trait expression,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919698316&doi=10.1016%2fj.leaqua.2014.10.002&partnerID=40&md5=d5278cf624275a991bb3772a65a139e4
1001,"Spangler W.D., Tikhomirov A., Sotak K.L., Palrecha R.",Leader motive profiles in eight types of organizations,Leadership Quarterly,2014,"McClelland (1975) introduced the leadership motive pattern (LMP), a motivational configuration found to contribute to leader performance in traditional bureaucratic organizations. Using McClelland's general theory of motivation and Miner's work on organizational sociology, we refine McClelland's original leadership motive pattern, develop leader motive profiles for eight classical and new types of organizations, and advance eight testable propositions for empirical verification. We conclude with implications for future research and practice. © 2014 Elsevier Inc.",Leadership motive profile; McClelland; Organizational roles; Organizational sociology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919653278&doi=10.1016%2fj.leaqua.2014.10.001&partnerID=40&md5=acfdc0bf13ca7eb15abe8d8124152a10
972,"Harris T.B., Li N., Kirkman B.L.",Leader-member exchange (LMX) in context: How LMX differentiation and LMX relational separation attenuate LMX's influence on OCB and turnover intention,Leadership Quarterly,2014,"Using the group engagement model, we hypothesize that two differentiated leadership constructs - LMX differentiation at the group level and a new construct, LMX relational separation, at the individual-within-group level - interact with LMX to affect follower citizenship behaviors (OCB) and turnover intentions. Data from 223 followers and their leaders situated across 60 workgroups demonstrate that the effects of individual perceived LMX quality are contingent upon a group's overall variability in LMX (i.e., LMX differentiation) and employees' similarity in terms of LMX with their coworkers (i.e., LMX relational separation). Specifically, the effects of high quality LMX relationships on OCB and turnover intentions are weaker when group LMX differentiation or employees' LMX relational separation is higher, rather than lower. Our findings contribute to a growing stream of multilevel LMX research incorporating climate effects and offer an alternative view of differentiated leadership in groups. Key implications for theory and practice are discussed. © 2013 Elsevier Inc.",Group engagement model; Leader-member exchange; LMX differentiation; LMX relational separation; Organizational citizenship behavior,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897673814&doi=10.1016%2fj.leaqua.2013.09.001&partnerID=40&md5=5c6a3c3fb028101c84ae11b0758a7516
971,"Van der Kam N.A., Janssen O., van der Vegt G.S., Stoker J.I.",The role of vertical conflict in the relationship between leader self-enhancement and leader performance,Leadership Quarterly,2014,"Although studies have shown that inflated self-perceptions of transformational leadership behavior negatively affect leader performance, insight into the underlying processes explaining this relationship is lacking. The current study addresses this gap by identifying vertical conflict between leaders and subordinates as one such underlying process. Using a sample of 52 leaders supervising 259 subordinates, it was found that leader self-enhancement of transformational leadership behavior is significantly and positively related to vertical conflict about both task and relationship issues. Results further indicate that vertical task conflict rather than vertical relationship conflict mediates the negative relationship between leader self-enhancement and leader performance. © 2013 Elsevier Inc.",Leader performance; Leadership; Self-enhancement; Vertical conflict,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897668445&doi=10.1016%2fj.leaqua.2013.08.007&partnerID=40&md5=3cabc19a76af20b9aaa20cfeaf098e69
970,"Clark J.R., Murphy C., Singer S.J.","When do leaders matter? Ownership, governance and the influence of CEOs on firm performance",Leadership Quarterly,2014,"Leadership and strategic management research suggests that the extent to which CEOs influence performance largely depends on the presence or absence of certain factors. These factors may include the characteristics of the task at hand, subordinates, the organization itself or the external environment. Among these factors, a fundamental contingency that has received little empirical attention is an organization's ownership and governance structure-that is, who owns and monitors the organization. In this paper, we outline how different ownership and governance structures can present the opportunity for, or limit, leader influence and empirically examine the extent to which CEO effects on financial performance depend on these structures. Examining organizations in the same industry but with different ownership and governance structures, our results suggest that these structures are closely aligned with the degree to which CEOs influence firm performance. Our findings support the notion that leaders matter most when ownership and governance structures correspond with a weak or ambiguous institutional logic. This study contributes new insight into the ""opportunity structure"" of CEO influence, that is, the organizational factors that shape leader discretion and, hence, condition the CEO's level of influence over firm performance. © 2013 Elsevier Inc.",CEO discretion; Firm performance; Institutional logics; Opportunity structure; Ownership and governance,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897661178&doi=10.1016%2fj.leaqua.2013.09.004&partnerID=40&md5=901c8c7548dc1d941f989718a9be9f89
969,"Fitzsimmons T.W., Callan V.J., Paulsen N.",Gender disparity in the C-suite: Do male and female CEOs differ in how they reached the top?,Leadership Quarterly,2014,"Through a comparison of the life and career trajectories of thirty male and thirty female CEOs of large organizations, this study offers insights into the genesis of gender disparity in corporate leadership positions, discusses the implications for leadership development, and puts forward a model explaining the disparity in CEO roles. We found gendered patterns in the accumulation of career relevant experiences stretching back to birth into working lives that created significant and cumulative limitations upon the ability of women to access CEO roles and the types of CEO appointments available to them. Limited access to career relevant experiences in childhood, adolescence and in organizations lead to on-going limitations in capital accumulation throughout women's careers. Implications of our findings for both theory and practice are discussed. © 2013 Elsevier Inc.",Career; CEO; Childhood; Gender; Leadership development,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897659255&doi=10.1016%2fj.leaqua.2013.08.005&partnerID=40&md5=e978704ef6231928ae8519a54e0f1dff
968,"O'Reilly C.A., Doerr B., Caldwell D.F., Chatman J.A.",Narcissistic CEOs and executive compensation,Leadership Quarterly,2014,"Narcissism is characterized by traits such as dominance, self-confidence, a sense of entitlement, grandiosity, and low empathy. There is growing evidence that individuals with these characteristics often emerge as leaders, and that narcissistic CEOs may make more impulsive and risky decisions. We suggest that these tendencies may also affect how compensation is allocated among top management teams. Using employee ratings of personality for the CEOs of 32 prominent high-technology firms, we investigate whether more narcissistic CEOs have compensation packages that are systematically different from their less narcissistic peers, and specifically whether these differences increase the longer the CEO stays with the firm. As predicted, we find that more narcissistic CEOs who have been with their firm longer receive more total direct compensation (salary, bonus, and stock options), have more money in their total shareholdings, and have larger discrepancies between their own (higher) compensation and the other members of their team. © 2013 Elsevier Inc.",CEO; Executive compensation; Leadership; Narcissism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897658974&doi=10.1016%2fj.leaqua.2013.08.002&partnerID=40&md5=5e8b62f727063fe2fcf8ab4e5bca2239
967,"Steffens N.K., Haslam S.A., Reicher S.D.",Up close and personal: Evidence that shared social identity is a basis for the 'special' relationship that binds followers to leaders,Leadership Quarterly,2014,"The present research extends prior work by proposing that followers' social identification with a group can translate into their relational identification with leaders. Study 1 demonstrates experimentally that compared to low-identified followers, highly identified followers perceive themselves to share relational identity with a leader when that leader is representative of their ingroup (but not if that leader is representative of an outgroup). Followers' relational identification, in turn, influences not only their experience of a personal bond with the leader but also perceptions of leader charisma. Study 2 replicates these findings in the context of Presidential candidates in the 2012 US election and extends them by examining leader prototypicality as a further moderating factor. Findings suggest that followers' experience of a 'special' and 'personal' bond with leaders arises from their social bond within a group that binds them together and provides a framework for their mutual relationship. © 2013 Elsevier Inc.",Charisma; Followership; Leadership; Prototypicality; Social identity,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897655246&doi=10.1016%2fj.leaqua.2013.08.008&partnerID=40&md5=d26918b50e1d9f55f910d7eb4d829074
966,"Braddy P.W., Gooty J., Fleenor J.W., Yammarino F.J.",Leader behaviors and career derailment potential: A multi-analytic method examination of rating source and self-other agreement,Leadership Quarterly,2014,"Based on extensive research that views leadership as a multi-faceted phenomenon, we examined how the relationships between task-oriented and relationship-oriented leader behaviors and career derailment potential vary by observer perspective. We present findings using three different analytical techniques: random coefficient modeling (RCM), relative weight analysis (RWA), and polynomial regression (PR). RCM findings suggest that self-, direct report, peer, and supervisor ratings of leader behaviors differ and are associated with career derailment potential. RWA results indicate that self-ratings matter the least, whereas peer ratings of leader behaviors typically matter the most in predicting career derailment potential. PR analyses indicate that career derailment potential is lowest when self-ratings are lower than other ratings of leader behaviors and/or when self-other ratings converge on higher, rather than lower, ratings of leader behaviors. Implications for leadership and self-other agreement research and professional practice are discussed. © 2013 Elsevier Inc.",Career derailment potential; Multi-level issues; Multi-source ratings; Self-other rating agreement,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897649994&doi=10.1016%2fj.leaqua.2013.10.001&partnerID=40&md5=abc381c969a759910a026ea2b3816b18
965,"Williams E.A., Pillai R., Deptula B., Lowe K.B.","Corrigendum to ""The effects of crisis, cynicism about change, and value congruence on perceptions of authentic leadership and attributed charisma in the 2008 presidential election"" [The Leadership Quarterly 23 (2012) 324-341]",Leadership Quarterly,2014,[No abstract available],,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897646990&doi=10.1016%2fj.leaqua.2013.11.016&partnerID=40&md5=51371b34e63361333c0593b53c894297
964,"Harvey P., Harris K.J., Gillis W.E., Martinko M.J.",Abusive supervision and the entitled employee,Leadership Quarterly,2014,"We present two studies that examine the effects of psychological entitlement on employees' ratings of abusive supervision and their behavioral reactions to these perceptions. Study 1 indicated that entitlement was positively associated with ratings of abusive supervision. Perceived abuse was, in turn, associated with upward undermining behaviors and organizational deviance. In Study 2, we re-examined the hypothesized relationships using paired data from employees and their coworkers. The results replicated those from the first study and showed that entitled employees rated supervisors as more abusive than coworkers who shared the same supervisors. Although this variance is likely driven by a combination of perceptual distortion and actual abusive behaviors, the ultimate implication is that psychologically entitled employees are prone to feel that they are victims of abuse and to react in undesirable ways. © 2013 Elsevier Inc.",Abusive supervision; Deviance; Entitlement; Undermining,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897646563&doi=10.1016%2fj.leaqua.2013.08.001&partnerID=40&md5=5da1a4011535eaa687889c121a902dd1
963,"Byrne A., Dionisi A.M., Barling J., Akers A., Robertson J., Lys R., Wylie J., Dupré K.",The depleted leader: The influence of leaders' diminished psychological resources on leadership behaviors,Leadership Quarterly,2014,"While much is understood about the outcomes of different leadership styles, less is known about the antecedents of leadership, particularly with regards to how leaders' own psychological well-being impacts leadership behaviors. Using conservation of resources theory as a framework, we investigated the relationship between leaders' depleted resources and their leadership behaviors. Conceptualizing depressive symptoms, anxiety, and workplace alcohol consumption as resource depletion, we predicted that depletion would be associated with lower levels of transformational leadership, and higher levels of abusive supervision, and when taken together, would further exacerbate these effects on leadership behaviors. In a study of 172 leader-subordinate pairs, leaders' depressive symptoms, anxiety, and workplace alcohol consumption separately predicted lower transformational leadership, and higher abusive supervision. Furthermore, partial support was found for an exacerbating effect on transformational leadership and abusive supervision. © 2013 Elsevier Inc.",Abusive supervision; Conservation of resources; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897642443&doi=10.1016%2fj.leaqua.2013.09.003&partnerID=40&md5=4e7081d5aaf15d4f0e77b35321108593
962,O'Connell P.K.,A simplified framework for 21st century leader development,Leadership Quarterly,2014,"A simplified framework for leader development, structured into webs of belief, is proposed as a starting point for learning to lead in complex contexts and environments. The framework (a) provides a simplified belief set adaptable to changing contexts and conditions, and (b) engages the developing leader in ongoing constructive self and other development practices. The five webs of belief proposed for 21st century leader development are learning, reverence, service, authenticity, and flaneur. The five constructs are cognitive schemas for the developing leader to use as guiding principles, then adapt with new information, new experiences, new levels of complexity and new contexts over the course of the life and career spans. © 2013 Elsevier Inc.",21st Century Leader Development; Authentic Leadership; Connective leadership; Flaneur; Leader development,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897639721&doi=10.1016%2fj.leaqua.2013.06.001&partnerID=40&md5=002486c4a2b2ce04a0f31ac1f97d5800
961,"Zhang W., Wang H., Pearce C.L.",Consideration for future consequences as an antecedent of transformational leadership behavior: The moderating effects of perceived dynamic work environment,Leadership Quarterly,2014,"Based on construal level theory and trait activation theory, we examined the effect of consideration of future consequences (CFC) on transformational leadership behavior and leadership effectiveness, as well as the potential moderating effects of perceived dynamic work environment in the relationship. The results showed that: (a) CFC is positively related to both transformational leadership and leadership effectiveness; (b) perceived dynamic work environment moderates the relationship between CFC and transformational leadership-specifically, the effect of CFC on transformational leadership is stronger under low perceived dynamic work environment; and (c) the effect of CFC on leader effectiveness is fully mediated by transformational leadership behavior under low versus high perceived dynamic work environment. Limitations and future research directions are also discussed. © 2013 Elsevier Inc.",Consideration of future consequences; Leadership effectiveness; Perceived dynamic work environment; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897637483&doi=10.1016%2fj.leaqua.2013.09.002&partnerID=40&md5=be949bc2d840784ad94b1340c5942f5c
